,ID,Popularity,Duration
關於愛的定義,2LouHht0S8wELWS8W1nTBu,38.0,239120.0
触电,17IidG1HMhzJ7hee4uOikv,38.0,261506.0
沒離開過,1iNAwmUw21s8LQ7Ax0gpH8,39.0,317266.0
征服 (Remastered),7bmlZdt4C8HmNunYfwPXwn,42.0,300226.0
天空,0mBAfQuVGW2YHZvUM2NsLb,48.0,277626.0
真實,5P7CUwvMeOfAVyyKhUAWOP,46.0,279560.0
討厭紅樓夢,7BHSV0J9IWich0yeU2g3H0,36.0,242373.0
李香蘭,2hBI3IgxXeVzjBEpodrmxq,34.0,396186.0
爸我回來了,3hsZxEXf0PNXVq0S8idacb,40.0,235640.0
烏梅子醬,4p9jbhD6N7HpuECGusu6iT,43.0,257251.0
Nobody But Me,3H9LgHRSPOxk2cmsUtjai5,42.0,254706.0
茉莉雨,46PzflyM0fehl0AtZutikH,33.0,256546.0
有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,3ayrHkyorPEpeOBvZ76SwG,51.0,237000.0
万疆,6h6aIaQ2K5luM8J08a74iv,38.0,234874.0
那女孩對我說,4lD40vyG33AcLiftmxQSC8,44.0,270093.0
再回首,206uxOQVHqRJh06auGLKJJ,42.0,266666.0
推開世界的門,7rYdfR1PHguFvfYUIs0ehf,40.0,282015.0
差不多先生,6fADwOnsMmCM70OAxDF3fc,42.0,266544.0
Forever Love,5qDaiUM4Fe72OqnKDCwi4G,43.0,293049.0
Wu Ren Zhi Jing,1ygAphIFt66I0Y5opxTJ6l,28.0,219653.0
淚橋,0NAcDn6U2GB2Arhspmh38S,44.0,225186.0
手掌心,0RHldQWFLZ3mNMU6FXfWrO,42.0,255550.0
把悲傷留給自己,62lok5DKdhSRSpdWB3UTmx,41.0,271666.0
你愛上的我,7q0aUtx8LsnYpshwqjzkhQ,50.0,261213.0
掙脫,1IDQXWGLzpLIAvMHJIMgU5,36.0,268200.0
歸途有風,4WqkZDXhRBGDRlXUEY5q1L,37.0,320974.0
記事本,7y0Zxl1lRqQdUhKt7k31km,41.0,261399.0
木乃伊,6Wh1EYeyKbJ11o1kDCmzzY,36.0,256000.0
你的背包,1lM4cYuhJHSsDRfD0ZCRN7,41.0,238693.0
再也沒有你,01PSJFZbSRujjSk9d2Gbla,50.0,275869.0
天使,26O8PmJ32hwAbZnIhbJJwZ,45.0,250733.0
被風吹過的夏天,6ZBXaW9fy6oDc0b0yDtH7u,42.0,255946.0
肆無忌憚,0uLsfoP2h02Y7N5324P4EM,34.0,259945.0
問,4pwcwsHlO2DEh5Eefo6Iie,41.0,207600.0
紫 - 电影《悟空传》插曲,3dIS0iRJLpbNm1CNef8TAk,40.0,278397.0
黑洞,6nWBxoXylTDVtCNo7FtFw0,44.0,221933.0
還是要幸福,71kOdzwgRzQ5jRNaWzJBHA,41.0,283466.0
分享,0QsuUbVfmbnpASerCOD0Fp,46.0,300293.0
忘了你忘了我,38XNT2X0n0XVqNvvxKox0l,44.0,275644.0
ONE 一個 - Live 版,2SjUQvRoXoWHLvnkV2X8la,32.0,347750.0
北极星的眼泪,01t2YWN3XDMuH7ygOZYCIU,44.0,258480.0
失重前幸福,3SJgTyb8a7z66suw0kBZ0T,52.0,220962.0
Fool,6laY1WvE6elgqPw7WwN1aY,39.0,214400.0
兩個你,1vpxFxx27sDpx9oaeBPzyF,43.0,196308.0
原來你什麼都不要,6zwxo8EQqCf9jV3i710vFf,44.0,288160.0
童年,4KRijBbZ4oqh9c7VBlFh4p,39.0,233173.0
別怕我傷心,1A85P5bmD4WfNHk24xT8uX,42.0,286826.0
勛章,4oC3d0x8vVywKnvm7xgBbe,39.0,215906.0
愛相隨,4a57FLSJPPeym6DS4cXOll,43.0,215373.0
甜噩夢 (feat. 李哲言),7DGBZxhq9SbqPHc1iLZgx1,31.0,200052.0
勇敢的人,0JBIUwM4HeafgcjPVJaYLS,40.0,220640.0
失語者,4i1vPc4bueC4As3yQwcPjD,40.0,221906.0
喜欢你,5kSnQWC7k7LCe650Td0sxI,42.0,265906.0
0.03,23UcaBfhcuoTSwgitLRo2U,29.0,184000.0
我還年輕 我還年輕,5o48kuQnPwhuRAzO2t0bCU,47.0,347058.0
魚,0tCChyNux8WLRr7UhAw2Ja,41.0,300186.0
受夠,5JLLWtgBLRxpd4MRkGAm74,47.0,331341.0
也許是愛情,7MgIkl2sYuyp5f5cz9sJ4f,44.0,209967.0
