,ID,Popularity,Duration
Fly Out West,1GPmqcYcbgQeOiu7P3S6Xo,59.0,160874.0
Heaven,4XYo3W8U6IY42EbB01rnR4,57.0,233871.0
Drop the Guillotine,1gpBDeONibvJyQYEv5HJh9,57.0,219960.0
Too Late,1yXJsmqsGTwKmTL3rzfF72,57.0,201257.0
Care For You,2CBtdZVcpSwaxOcLUi1AGo,57.0,156026.0
Angry Too,3DgxdsUHAvQgWPdPij6IVw,60.0,204088.0
Good & Plenty - Remix,6T3Ebo7EOh8cUOyE4OhFpp,60.0,204705.0
Old Pine,3CAX47TnPqTujLIQTw8nwI,64.0,328506.0
Landlord,7FJrIeLwz1qQsgFyYzNW7Q,59.0,155917.0
adios,3gfve6BgoTkZK3uBkqttz8,58.0,203502.0
Welcome To My Island - George Daniel & Charli XCX Remix,4w2PIlbpP4jhc1S9MHUHzb,60.0,202494.0
Fight for Love,1LPQheJpIsG8rlUkCmZx2D,60.0,297717.0
Drunk Walk Home,093N3AMhUnOeE4wgNRsBOO,59.0,155506.0
ZITTI E BUONI,776AftMmFFAWUIEAb3lHhw,71.0,194786.0
Change,3HFBqhotJeEKHJzMEW31jZ,59.0,295454.0
Talk to Me,3znD2JTezT8ZLkp2pmft2l,60.0,277327.0
Neon Moon,7laJx5tDtvm3Mkj832oxSb,56.0,225767.0
Talk to Me,3znD2JTezT8ZLkp2pmft2l,60.0,277327.0
O.K.,3079KgxQ0kntfz3qTunWq6,58.0,102998.0
London's Song,1Mk9ou2m6hsEZJYuNRJFpO,61.0,178573.0
Who Am I,1KKTKUFmFLZmEhbUyj47jN,57.0,207066.0
There's Still A Light In The House,4MIPNDbxVPWdLwH6A4nsiY,57.0,203106.0
Love Brought Weight,66deoxrDAEK7Qg1p0Vioxe,63.0,185746.0
Sesame Syrup,73ROvjXlrsrDcNmCurwWOF,57.0,303296.0
A House In Nebraska,6UxAKocZd98MRn0u5obryV,58.0,466466.0
Jingle Bell Rock -Spotify Singles Holiday,7Ao5aouOwI94DuwcXa5X1i,57.0,142893.0
Hate Me,1tL40tfdtUaSLek4DvDDr3,57.0,380200.0
What You Did (feat. Ella Mai),2B7UWqNqKgPVGQQ6FXn2PP,60.0,206946.0
"recently,",1djCoU5rvnq2zXFyD2iqq4,58.0,175288.0
Soft Boy,1GqlrKuFFZwOKhULYTTeag,61.0,137543.0
Ptolemaea,29LsI5izZL8txZEJhegSBs,58.0,383866.0
I Want to Be Your Boyfriend,3AxUulNOa2QSBXKedKDj5E,61.0,156786.0
Snow White,0H6hMpN8zxZT3ToOelM5Cl,58.0,62080.0
Peach Pit,0ZK8TGOsngrstVPsnrHbK1,58.0,287080.0
Criminal,6PNvv1dmDbOWrAYwEcuKBX,59.0,341533.0
Steeeam,09RamrocZneYcLYLRIxYha,58.0,170892.0
Why Am I Like This?,1VaB7rOe1mK60C2M9dUl2Y,56.0,212713.0
Sagittarius Superstar,4E3JYij2hnEDDP0Rgwikq6,57.0,173320.0
Mile High (feat. Travis Scott & Metro Boomin),4cQrSREMqBSvJ8ZzBZjVb8,61.0,193600.0
TIMEZONE,4Tbuh5q66Ygubei5Xru4jB,70.0,179631.0
Tumblr Girls (feat. Christoph Andersson),4Fv6wNYUixnYkj3Dgfrls8,59.0,255680.0
You and Me On The Rock (feat. Lucius),61X73CJcpwGIxgQgKEXbw0,60.0,230098.0
The Bottom of It,6tZetCGfhxPh5ZIKCGmaKq,58.0,181400.0
See Through,1pJzl0YsxaWj6BbPs1mUuQ,57.0,181420.0
Jolene,2fSIF8CJhoc9CJhF9vJDXp,59.0,250866.0
Good Nights (feat. Mascolo),08Kj0lvbsqAxzeUOBYZRL6,57.0,165618.0
Ways to Go,57nNNkgk768QVXq3uHxu5e,56.0,215520.0
Talk,51s8eQue2jKMV5sGtx2RiP,60.0,70869.0
Apple Pie,0zLnAV1lYEhVnKk3ITmCym,58.0,259165.0
Burn,5lF0pHbsJ0QqyIrLweHJPW,66.0,231213.0
It's All Futile! It's All Pointless!,5RLb64aVhzsTLXTpdJSO3E,60.0,220386.0
