,ID,Popularity,Duration
Magic,08my8XgmXQWx3VRRU8EOTP,57.0,159760.0
BIBI Vengeance,6vq6B6ENjap5Ea1T4GkrFA,58.0,165135.0
Crazy,5DZdCgnX9xAj59X6X7cQBs,58.0,192400.0
gogobebe,6E7jAJN2e3znSHyPCdQqx8,59.0,195855.0
Respect,2yKBnKOmPXePrbHqRv42r4,59.0,237540.0
"Piece of a Puzzle (Changbin, Seungmin)",56uBQujWiOiFMFg1R3TZUJ,58.0,173853.0
Tomorrow,0JkTVcN5kilfMztDb3bKZk,58.0,261574.0
Fear,1SgRnIFTs39lSkQJACYDoY,56.0,175213.0
Day & Night,1j5oDtBWVtNoVHMi2n6Fkz,60.0,260600.0
Dynamite,72wqLtMtkrB0qUw6jSqM0Z,63.0,199053.0
Intro: Boy Meets Evil,1hlT8F0X27uf3fpOWawjbY,58.0,121770.0
Lemonade,6txVOdSbg928oeGhlVUrdK,56.0,190066.0
Rendezvous,6SdQfCiVae1EXK1pQ6b92o,53.0,113287.0
NANANA,2tEMbypmvYhf84mzVbhxwZ,59.0,187466.0
MAD,5LXdAueF0raRI8ZF3ywdWM,50.0,189890.0
Adore U,6wtgR5ZVbOZPHIeMNQwugp,58.0,186649.0
The 7th Sense,6BdchFAP4TUZUceAsAEb5U,56.0,214035.0
GingaMingaYo (the strange world),3jHg6QE70y2FTdnsxSrCbv,60.0,215800.0
"Surfin’ (Lee Know, Changbin, Felix)",1FdnsU6An1Ye3uBJe8j23c,58.0,191333.0
Tyler Herro,7oHmtTCo9RpZFgwA203wIR,50.0,156497.0
2 MINUS 1 (Bonus Track),6o2Pu5qZcinw4mlDlQZFqu,59.0,190120.0
Oh My!,4JViGq60SvqtQXI3WK0OLS,59.0,195004.0
VISION,1nmc8ngLcvccw7Lay5v5SP,57.0,189173.0
Mansae,5rIsrawNyPv1q8v11iwJsh,59.0,186874.0
Side Effects,39doHPm8Vsicb2kuD0weyZ,58.0,195253.0
Sector 1,1V1btvvh0M47BWClDsiCqZ,56.0,183095.0
HONEY,7JDiC68AKimlvMCmZQuA9n,58.0,167626.0
I Will Go To You Like the First Snow,2BPXILn0MqOe5WroVXlvN1,62.0,229678.0
For However Long,5g30WoqK1Dv5Bnwpusp2vk,52.0,124853.0
MOA Diary (Dubaddu Wari Wari),3XoYQvTJK5KT0ynrq7mcCN,58.0,188276.0
Look Here,0x4cMbCLC6L7aJQs3EiPaZ,58.0,218887.0
HANN (Alone),7gr57cYekMWriyJYbT7oZ4,59.0,205820.0
For You,0JL7DoEqAUcOntWmBuOSdh,58.0,205120.0
I Don't Know You Anymore,09ZDPL4NSDNxfIic9gPnCn,56.0,166333.0
Intro,0M7ai1yfYyb4OlyRgdmtTK,63.0,58871.0
Underwater,5bdmWBCaiaHk2HbqKOXLyJ,59.0,170600.0
Jopping,5WrEilrRI5cIW0DxMvQYPZ,58.0,251293.0
The Real - Heung Version,36pZ33EaTBFSl4n0asZYNU,56.0,210051.0
Anyone,12jngD7Hu6if6sIzPkO2k4,59.0,176933.0
Balloons (feat. Moneybagg Yo),48l0R6FAcGDQtyRCdIc9Vs,51.0,156981.0
Change,6wXYyw7TBQlJ0qh3RNP8MD,58.0,204040.0
Hair Cut,4ZYSJfjSuR1XqcUPaTxjuG,59.0,205230.0
H.S.K.T. (feat. Wonstein),39382sUtIOwIXftX0i76do,55.0,204453.0
Strawberry Cake,6E8EAroyZLFR80NO8Ucliy,58.0,218080.0
Secret Secret,1pLJ9T4v4p68otzCDonbc6,58.0,209986.0
Forgive Me,4TXo3KpvdwHSdrPJlWDfgn,60.0,168346.0
Alter Ego,08pPhcvPmphUEx3pEBZwGZ,58.0,247493.0
I Need The Light,69mhZKG0nDbSK7NoINWEsE,61.0,185293.0
SIREN,24KYbNn0mcRFuSiGLOegSi,53.0,181213.0
MIST,52PCrf2tqml44bWLNT58hF,54.0,199026.0
Obsession,7fK0csBoqbcgUuWGV0cpoD,58.0,203520.0
Heaven's Cloud,2Q4D2Pz1HDt1x4NukBID5Q,59.0,232226.0
Happy Death Day,3a4VCqofc7Wf7cqfZYu2Ad,59.0,220396.0
WINTER FLOWER(Feat.RM),4Eefey3uN90Abhbr47zKmC,59.0,221133.0
Rose,1Bu2ogfsVZauj3IOvKJSNy,58.0,219106.0
BOCA,37Ctz6MOHM2thzNIOMo7Z0,59.0,189546.0
MIROH,3888prAY7qaqRx1vjQZSdI,58.0,208666.0
Wish You Back (HAN),1ifB8sqR8gd09DSEloo4Du,58.0,198186.0
Crystal Snow,6NbfFVZ01Ttvvqmcok8DxL,61.0,323360.0
Lotto,6ukWoX4AHV76JdYVdKRPk8,60.0,189774.0
Airplane,2jk6oBuLiCZJTDWhlJEzIw,58.0,197913.0
Glitch Mode,5b1PngLlxc7hj3fJXrE2Zm,61.0,207053.0
Maze in the Mirror,12I69qHomlIZflYA1G2MAp,56.0,226083.0
Celebrity,5nCwjUUsmBuNZKn9Xu10Os,62.0,195546.0
Knock Knock,3HWOknOVmd44e1jg4g0Sga,58.0,195746.0
Side Piece,0203aGEIzVVlmvQ8lX4fmV,55.0,234117.0
Still Life,3TSLqZssCoCdDlMhCJ08XW,61.0,188369.0
Streetlight (Changbin),1Z6NmeYIfN4e8TuEYLFTKL,59.0,189920.0
Say Yes,27zrFrtUtWl2urlvjOn5xc,66.0,218897.0
GLASSY,6PFfx4sEBWPuFqFB0mgX1D,56.0,189933.0
HIT,0uIw1c0E2nyFWWwEVzhl30,59.0,203506.0
Don’t,4MidkNeonif4PcWSjkwOb7,58.0,231654.0
